Data;DataHora;Grupo;Transportadora;ChaveNFe;NumeroNF;ShipmentOrderID;UF;FaixaPeso;PesoRealKg;ValorCobrado;ValorEBBEstimado;Economia
2026-07-03;2026-07-03 18:15:30.353;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040302991178672616;4030299;31890405;CE;30kg+;53.76;256.11;804.6896428571429;548.5796428571429
2026-07-03;2026-07-03 17:55:17.757;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040299631167673295;4029963;31890275;AL;30kg+;93.408;3418.63;720.6108695652174;-2698.0191304347827
2026-07-03;2026-07-03 17:30:27.287;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040299941939250300;4029994;31890098;PE;30kg+;93.408;359.16;559.5709815950921;200.4109815950921
2026-07-03;2026-07-03 16:45:21.553;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284921615108707;4028492;31889722;SP;30kg+;78.54;234.07;397.9043069948186;163.83430699481863
2026-07-03;2026-07-03 13:30:26.330;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284851866429950;4028485;31887990;BA;30kg+;93.408;299.24;632.1727540983607;332.93275409836065
2026-07-03;2026-07-03 13:20:19.193;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284861245640992;4028486;31887935;CE;30kg+;86.744;432.76;804.6896428571429;371.9296428571429
2026-07-03;2026-07-03 12:00:33.897;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040280241222110348;4028024;31887492;GO;20-30kg;27.84;93.82;386.85699999999997;293.037
2026-07-03;2026-07-03 11:35:14.797;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284821502332729;4028482;31887284;SP;30kg+;32.00722;119.4;397.9043069948186;278.50430699481865
2026-07-03;2026-07-03 11:35:14.797;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040279961669486230;4027996;31887278;GO;30kg+;45.9;122.09;502.2634285714286;380.17342857142864
2026-07-03;2026-07-03 11:35:14.797;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040279931699526157;4027993;31887272;GO;20-30kg;27.84;93.82;386.85699999999997;293.037
2026-07-03;2026-07-03 10:20:19.950;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284771735873510;4028477;31886660;MG;30kg+;70.515052608;242.02;703.1904179104478;461.1704179104478
2026-07-02;2026-07-02 20:30:26.007;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040282731898454931;4028273;31883459;SP;30kg+;72.934640625;238.33;397.9043069948186;159.5743069948186
2026-07-02;2026-07-02 18:45:20.117;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284841814532760;4028484;31882492;BA;30kg+;41.28;427.17;632.1727540983607;205.00275409836064
2026-07-02;2026-07-02 18:15:21.723;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040280301509152515;4028030;31882283;SP;30kg+;49.152;154.28;397.9043069948186;243.62430699481862
2026-07-02;2026-07-02 15:00:35.577;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040273381718191785;4027338;31880537;SP;30kg+;42.252;150.18;397.9043069948186;247.72430699481862
2026-07-02;2026-07-02 14:45:36.807;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040273281747372524;4027328;31880362;RJ;30kg+;89.0050882;254.2;516.8187096774193;262.6187096774193
2026-07-02;2026-07-02 14:35:16.607;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040272471241611927;4027247;31880275;PA;30kg+;111.35877119999999;469.51;698.3584375;228.84843750000005
2026-07-02;2026-07-02 13:40:21.577;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040273261205738578;4027326;31879824;CE;30kg+;53.76;256.15;804.6896428571429;548.5396428571429
2026-07-02;2026-07-02 10:30:44.440;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040271531521669560;4027153;31878098;RJ;30kg+;86.88403456;252.35;516.8187096774193;264.46870967741927
2026-07-01;2026-07-01 23:00:25.723;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267991094191200;4026799;31876119;SP;30kg+;35.028;128.26;397.9043069948186;269.64430699481863
2026-07-01;2026-07-01 22:45:17.357;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267981478113292;4026798;31876038;PR;30kg+;70.578;220.43;537.3662837837838;316.93628378378384
2026-07-01;2026-07-01 22:25:15.653;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040267541236786649;4026754;31875900;GO;30kg+;49.848;70.42;502.2634285714286;431.8434285714286
2026-07-01;2026-07-01 21:45:18.123;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267831880227261;4026783;31875632;PE;30kg+;66.636;301.17;559.5709815950921;258.4009815950921
2026-07-01;2026-07-01 21:35:15.200;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267821100529100;4026782;31875529;SP;30kg+;93.408;300.91;397.9043069948186;96.9943069948186
2026-07-01;2026-07-01 21:35:15.200;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267971140929675;4026797;31875523;MG;30kg+;93.408;311.36;703.1904179104478;391.83041791044775
2026-07-01;2026-07-01 17:50:18.213;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040266861327476411;4026686;31873687;SP;30kg+;36.288;132.69;397.9043069948186;265.2143069948186
2026-07-01;2026-07-01 16:35:22.353;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265161611802166;4026516;31872984;PE;30kg+;93.408;349.39;559.5709815950921;210.18098159509213
2026-07-01;2026-07-01 16:35:22.353;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265361376713769;4026536;31872951;SP;30kg+;32.580629697;120.86;397.9043069948186;277.0443069948186
2026-07-01;2026-07-01 16:15:19.010;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040264421764366030;4026442;31872724;GO;30kg+;53.76;78.55;502.2634285714286;423.7134285714286
2026-07-01;2026-07-01 16:00:44.947;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265481102404190;4026548;31872566;SP;30kg+;70.056;231.84;397.9043069948186;166.06430699481862
2026-07-01;2026-07-01 15:00:42.117;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040262981782392999;4026298;31872049;SP;30kg+;83.688;271.99;397.9043069948186;125.91430699481862
2026-07-01;2026-07-01 13:40:18.630;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265721358461776;4026572;31871064;PE;30kg+;53.76;201.83;559.5709815950921;357.7409815950921
2026-07-01;2026-07-01 12:55:17.557;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265671351252586;4026567;31870473;SP;30kg+;53.76;162.42;397.9043069948186;235.48430699481864
2026-07-01;2026-07-01 12:25:23.430;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265711996662868;4026571;31870289;MG;30kg+;93.408;1198.38;703.1904179104478;-495.18958208955235
2026-07-01;2026-07-01 12:20:20.547;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265641799615315;4026564;31870245;MG;30kg+;93.408;1198.38;703.1904179104478;-495.18958208955235
2026-07-01;2026-07-01 11:30:44.700;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265551314813404;4026555;31869804;SP;30kg+;40.986888490000005;145.62;397.9043069948186;252.28430699481862
2026-07-01;2026-07-01 10:30:28.917;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265521056573013;4026552;31869101;SC;10-20kg;19.536;188.69;333.5888235294118;144.8988235294118
2026-07-01;2026-07-01 10:20:33.193;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265441552351684;4026544;31868968;AL;30kg+;77.7866628;2826.79;720.6108695652174;-2106.1791304347826
2026-07-01;2026-07-01 10:20:33.193;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265391169856752;4026539;31868963;SP;30kg+;62.688;192.09;397.9043069948186;205.81430699481862
2026-07-01;2026-07-01 09:30:35.960;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040266641389992874;4026664;31868429;SP;5-10kg;9.036;53.52;366.5678466076696;313.0478466076696
2026-07-01;2026-07-01 09:30:35.960;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040266631286434375;4026663;31868421;BA;30kg+;93.408;1061.45;632.1727540983607;-429.2772459016394
2026-07-01;2026-07-01 08:45:18.837;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267911345548564;4026791;31868032;MG;30kg+;53.76;169.89;703.1904179104478;533.3004179104478
2026-07-01;2026-07-01 08:15:20.840;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040260101940296812;4026010;31867806;GO;30kg+;100.4583888;268.26;502.2634285714286;234.00342857142863
2026-07-01;2026-07-01 02:00:23.737;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267891217798330;4026789;31867134;SP;30kg+;76.904;252.34;397.9043069948186;145.56430699481862
2026-06-30;2026-06-30 20:45:20.510;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267781794159172;4026778;31865640;SP;20-30kg;20.16;52.06;375.2006624605678;323.1406624605678
2026-06-30;2026-06-30 20:15:22.070;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267751071510863;4026775;31865428;CE;30kg+;53.76;827.29;804.6896428571429;-22.600357142857092
2026-06-30;2026-06-30 20:00:27.793;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040266611176640260;4026661;31865370;PR;30kg+;59.892;191.81;537.3662837837838;345.55628378378384
2026-06-30;2026-06-30 16:01:18.977;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265781857742189;4026578;31863296;SP;30kg+;106.284;309.09;397.9043069948186;88.81430699481865
2026-06-30;2026-06-30 16:00:32.113;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040266391870276274;4026639;31863279;BA;30kg+;72.934640625;228.82;632.1727540983607;403.35275409836066
2026-06-30;2026-06-30 15:45:25.180;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040266081818492100;4026608;31863162;SP;30kg+;53.616;183.45;397.9043069948186;214.45430699481864
2026-06-30;2026-06-30 09:50:18.717;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040262801162135901;4026280;31860218;CE;30kg+;53.76;256.1;804.6896428571429;548.5896428571428
2026-06-30;2026-06-30 09:05:28.683;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040260521026105057;4026052;31859937;PB;30kg+;53.76;295.15;799.1071428571429;503.9571428571429
2026-06-29;2026-06-29 22:30:18.073;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040243731031531992;4024373;31858593;BA;30kg+;36.288;366.45;632.1727540983607;265.72275409836067
2026-06-29;2026-06-29 15:35:14.367;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010040257181877318140;4025718;31854889;DF;30kg+;40.32;71.36;569.3891666666667;498.0291666666667
2026-06-29;2026-06-29 15:35:14.367;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040240951712989311;4024095;31854881;SP;2-3kg;2.449793808;13.49;366.3057692307693;352.81576923076926
2026-06-29;2026-06-29 14:40:18.890;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040241181210914800;4024118;31854788;SP;20-30kg;20.16;57.16;375.2006624605678;318.0406624605678
2026-06-29;2026-06-29 10:20:22.333;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040241281926759514;4024128;31853372;SP;10-20kg;18.396;45.82;377.716496350365;331.896496350365
2026-06-29;2026-06-29 10:15:18.720;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040241171594371193;4024117;31853353;SP;10-20kg;11.676;28.77;377.716496350365;348.946496350365
2026-06-29;2026-06-29 10:10:17.937;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040241161504499317;4024116;31853321;SP;5-10kg;6.72;19.31;366.5678466076696;347.2578466076696
2026-08-03;2026-08-03 10:15:18.240;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631161822967257;4063116;32117224;SP;30kg+;51.576;177.61;397.9043069948186;220.2943069948186
2026-08-03;2026-08-03 08:45:36.020;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630971130032709;4063097;32116838;SP;30kg+;38.986;128.29;397.9043069948186;269.61430699481866
2026-08-03;2026-08-03 11:00:34.510;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631071447173630;4063107;32117469;BA;30kg+;93.408;299.24;632.1727540983607;332.93275409836065
2026-08-03;2026-08-03 11:30:24.407;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040532341738913117;4053234;32117720;RJ;30kg+;39.216;145.87;516.8187096774193;370.9487096774193
2026-08-03;2026-08-03 11:55:15.017;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616451657406525;4061645;32117900;BA;20-30kg;25.646;317.35;407.9010810810811;90.55108108108107
2026-08-03;2026-08-03 12:05:30.300;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040617091683569281;4061709;32117952;MG;30kg+;98.3296;282.64;703.1904179104478;420.5504179104478
2026-08-03;2026-08-03 13:00:41.697;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630771825017713;4063077;32118312;SP;30kg+;68.496;227.32;397.9043069948186;170.58430699481863
2026-08-03;2026-08-03 13:35:12.907;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040542081878343172;4054208;32118595;SP;30kg+;36.288;122.26;397.9043069948186;275.64430699481863
2026-08-03;2026-08-03 14:25:15.260;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040532451831131321;4053245;32118935;RJ;30kg+;48.48;172.58;516.8187096774193;344.23870967741925
2026-08-03;2026-08-03 14:30:36.253;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631131155167832;4063113;32118978;BA;30kg+;93.408;1061.45;632.1727540983607;-429.2772459016394
2026-08-03;2026-08-03 15:45:18.820;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616581490175132;4061658;32119519;SP;30kg+;98.3296;286.1;397.9043069948186;111.8043069948186
2026-08-03;2026-08-03 16:10:22.703;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631431421820686;4063143;32119716;SP;30kg+;83.345;247.4;397.9043069948186;150.50430699481862
2026-08-03;2026-08-03 16:15:19.610;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040542101744339276;4054210;32119750;SP;30kg+;36.384;132.25;397.9043069948186;265.6543069948186
2026-08-03;2026-08-03 16:45:19.143;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630961682825116;4063096;32120045;MG;30kg+;93.408;272.4;703.1904179104478;430.7904179104478
2026-08-03;2026-08-03 17:05:13.040;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616941790841282;4061694;32120181;RJ;30kg+;52.32;161.05;516.8187096774193;355.7687096774193
2026-08-03;2026-08-03 17:45:18.410;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630781456675119;4063078;32120557;SP;30kg+;51.402;161.54;397.9043069948186;236.36430699481863
2026-08-03;2026-08-03 19:10:22.013;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040631501496554660;4063150;32121045;MS;30kg+;80.183796;214.79;512.7392857142858;297.9492857142858
2026-08-03;2026-08-03 19:15:21.027;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634441912988025;4063444;32121222;SP;20-30kg;24.024;70.73;375.2006624605678;304.4706624605678
2026-08-04;2026-08-04 08:45:20.853;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040542141813878419;4054214;32123596;SP;30kg+;42.312;149.91;397.9043069948186;247.99430699481863
2026-08-04;2026-08-04 09:50:40.677;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040538411743822539;4053841;32123815;GO;30kg+;93.0893733;189.05;502.2634285714286;313.2134285714286
2026-08-04;2026-08-04 10:45:20.503;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040542901578526351;4054290;32124103;SP;20-30kg;22.68;62.11;375.2006624605678;313.0906624605678
2026-08-04;2026-08-04 11:15:29.997;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634721573602396;4063472;32124285;SP;30kg+;45.024;158.39;397.9043069948186;239.51430699481864
2026-08-04;2026-08-04 12:30:33.880;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631251530477682;4063125;32124719;SP;30kg+;53.76;167.58;397.9043069948186;230.3243069948186
2026-08-04;2026-08-04 13:30:27.217;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631681535164647;4063168;32125027;SP;30kg+;59.364;183.53;397.9043069948186;214.37430699481862
2026-08-04;2026-08-04 18:00:33.103;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040632071426331992;4063207;32126703;BA;30kg+;66.636;210.48;632.1727540983607;421.69275409836064
2026-08-04;2026-08-04 19:00:46.490;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631321584437330;4063132;32127003;SP;10-20kg;17.496;41.14;377.716496350365;336.576496350365
2026-08-04;2026-08-04 19:15:25.457;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631291048905511;4063129;32127097;AL;30kg+;93.408;3418.63;720.6108695652174;-2698.0191304347827
2026-08-04;2026-08-04 19:20:24.030;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631581112148811;4063158;32127133;SP;30kg+;46.08;146.8;397.9043069948186;251.10430699481861
2026-08-04;2026-08-04 20:05:16.860;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634881590530764;4063488;32127447;AL;30kg+;64.14;2313.64;720.6108695652174;-1593.0291304347825
2026-08-04;2026-08-04 20:40:20.017;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040626471102152076;4062647;32127604;DF;30kg+;61.749204;114.11;569.3891666666667;455.2791666666667
2026-08-04;2026-08-04 20:50:20.063;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631391659171317;4063139;32127672;SP;30kg+;46.164;161.54;397.9043069948186;236.36430699481863
2026-08-04;2026-08-04 21:00:28.683;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631271312492277;4063127;32127733;MG;30kg+;93.408;283.45;703.1904179104478;419.7404179104478
2026-08-04;2026-08-04 21:15:21.613;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040633631336814956;4063363;32127819;SP;30kg+;35.56098;113.94;397.9043069948186;283.9643069948186
2026-08-04;2026-08-04 22:00:24.397;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631441129814873;4063144;32128044;SP;30kg+;93.408;300.91;397.9043069948186;96.9943069948186
2026-08-04;2026-08-04 22:05:11.907;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040545741367904596;4054574;32128054;GO;20-30kg;27.936;94.33;386.85699999999997;292.527
2026-08-04;2026-08-04 22:15:16.940;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631991694533490;4063199;32128114;SP;30kg+;46.356;162.25;397.9043069948186;235.65430699481863
2026-08-04;2026-08-04 22:30:20.040;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634201226179723;4063420;32128176;SP;30kg+;43.068;138.45;397.9043069948186;259.45430699481864
2026-08-04;2026-08-04 23:15:16.713;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634731400232764;4063473;32128349;SP;30kg+;53.76;167.59;397.9043069948186;230.31430699481862
2026-08-05;2026-08-05 09:35:13.437;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040633931797975077;4063393;32129808;SP;30kg+;46.704;148.21;397.9043069948186;249.69430699481862
2026-08-05;2026-08-05 12:20:23.200;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616811955254460;4061681;32130836;SP;30kg+;50.7;247.93;397.9043069948186;149.97430699481862
2026-08-05;2026-08-05 12:20:23.200;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040547991525794826;4054799;32130838;SP;30kg+;54.02735236;167.67;397.9043069948186;230.23430699481864
2026-08-05;2026-08-05 12:50:17.190;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040549491203401094;4054949;32131046;BA;30kg+;34.08;339.15;632.1727540983607;293.0227540983607
2026-08-05;2026-08-05 13:20:21.743;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630831672845930;4063083;32131306;MG;30kg+;93.408;275.01;703.1904179104478;428.1804179104478
2026-08-05;2026-08-05 13:45:18.460;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634111110035599;4063411;32131463;MG;30kg+;77.7866628;239.23;703.1904179104478;463.96041791044775
2026-08-05;2026-08-05 14:35:12.987;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631331271523723;4063133;32131806;SP;20-30kg;29.82;113.7;375.2006624605678;261.5006624605678
2026-08-05;2026-08-05 15:15:22.650;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040632341768354128;4063234;32132136;MG;30kg+;93.408;275.01;703.1904179104478;428.1804179104478
2026-08-05;2026-08-05 15:15:22.650;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040633651547657464;4063365;32132149;MG;30kg+;77.7866628;263.02;703.1904179104478;440.1704179104478
2026-08-06;2026-08-06 09:41:15.560;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040630841687306361;4063084;32217575;MS;30kg+;93.408;141.78;512.7392857142858;370.9592857142858
2026-08-06;2026-08-06 09:41:15.560;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040632221952556055;4063222;32217591;MS;30kg+;58.38;110.42;512.7392857142858;402.31928571428574
2026-08-06;2026-08-06 09:41:15.560;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631341408134066;4063134;32217701;SP;10-20kg;16.104;42.02;377.716496350365;335.696496350365
2026-08-06;2026-08-06 09:45:19.663;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040632351957303242;4063235;32217768;RS;30kg+;58.38;192.86;639.6241803278688;446.76418032786876
2026-08-06;2026-08-06 09:45:19.663;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634631457960096;4063463;32217797;BA;10-20kg;16.776;146.31;388.9172222222222;242.60722222222222
2026-08-06;2026-08-06 10:00:39.777;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040617001461108673;4061700;32219331;SP;30kg+;55.679750559999995;172.15;397.9043069948186;225.75430699481862
2026-08-06;2026-08-06 11:45:17.477;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040632171142896258;4063217;32221391;PR;30kg+;99.846;299.21;537.3662837837838;238.15628378378386
2026-08-06;2026-08-06 12:10:30.130;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631931229430052;4063193;32221586;PR;30kg+;69.228;238.21;537.3662837837838;299.1562837837838
2026-08-06;2026-08-06 15:10:28.413;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631961287598965;4063196;32222600;RJ;30kg+;57.948;187.61;516.8187096774193;329.2087096774193
